	comment	label
27552	_____ ___ ___ ____ __ 	1
27553	__ ______ 1.4___ ____ _____ ___ ____ ___ _____ __ ___..._____ _____ ______ __ _____... 	1
27554	_____ __ __ _ .___ ___ ____.__ __ ____ ___ ____. 	1
27555	__ ______ 10____ ___ 	1
27556	________....____ ____ 	1
27557	____ ___ ____. __ ___ __! 	1
27558	____ ____ ____ ________ __________!! 	1
27559	_____ ____~ 	1
27560	__________ 	1
27561	"_____ __ __ ___ ____ __ __ __ _____ ___ __.  _______  ____ ___ _____ ___, _____  ____ ___, ____ _____ __ _____  ___ ____ ___ __ ____ ____. "	1
27562	_________ ___ __ 	1
27563	__ _____ __ __ 	1
27564	__ _____ __ __ 	1
27565	________ ___ __ 	1
27566	"__ _ _____ ____ , ___ ____ __ _____ _____. _____. "	1
27567	__ ____ ~~~ ___ ____ _____ ___ _____ ___ _ ___ 	1
27568	____ ____ ___ ___ __ _ ____ _____ 	1
27569	_ ___ __ _ ______ __ ______. 	1
27570	"__ ____7,80_ ______ __ _____ _ ______ ___ ___ _____, ____ _____ _____ __ ______ ______ ___ ___ ___ _ ____ __, ____ _______ _______ _____! "	1
27571	___ ____ ___ ____ 	1
27572	___..._____ 	1
27573	_____ ___ __ _____ ____ _____ 	1
27574	______ _____ 	1
27575	_____ ____ _______ __ 	1
27576	____ 34678245 	1
27577	__ _____ __ ___ ___ __ ____. _ __ __ __!!! 	1
27578	___ _____!  ___ ___ ____ ____ 	1
27579	____... _______. 	1
27580	__________ 	1
27581	____ ____ _____ ___ __ ____ ___ ___ __ __ ____. 	1
27582	____ ___ __ __ ____~ 	1
27583	_..__ __ __ _____ 	1
27584	_____ __ _____ ____ ___ _____ _______ _______ __ _____ ______ ___ __ ______ 	1
27585	___ ____ ____ ______ ___ 	1
27586	__ ______ ___ ___ 	1
27587	"______ __ ____ ___ ___ ___ __ ____. ______ _____ ________ ___ __, _______ ____ ____...__ __ __ __. ____ ___ __! "	1
27588	______ _______ 	1
27589	____ ____ _____ ___ ___. 	1
27590	_____. ____ ___ __ _____. 	1
27591	___ __ ___ ___. ___ __... 	1
27592	__ _____!!1111 	1
27593	______ ______ __ ___ ______ 	1
27594	____ ____.. ____ _____ 	1
27595	__ ______ ___ ______ _____ 	1
27596	_____ ______ _ ___ _____ ____. 	1
27597	"__ ___ ___. ____ ____ _____ _____ ____ ____ ____ ___. ___, ______ __ __ ___ ___ ____ __ _ ___ ____. "	1
27598	____ ___ _ __ ___~ 	1
27599	___ ____ __ ____ __ ______! ^^ 	1
27600	____ __ ___ _____. 	1
27601	______ ____ _____ 	1
27602	__ __ ___ ___ __! 	1
27603	__...__ __ _____. 	1
27604	__ ____ _ ___ ____ _____ __ ____ __ __ 	1
27605	___ _ ____~~ 	1
27606	____ __.. __ ___..__ ___ _____!_____^^ 	1
27607	____~______ 	1
27608	___ ____ ______ 	1
27609	_____ __ ___ __ __ + ___ ___ 	1
27610	___ _____ _ _____ ____ ___ ___ _____. 	1
27611	_____ ____ ______ _ 	1
27612	_? __ ____ _ _____ 	1
27613	"__ ____ ____ _ _____... ____ _____ _____ _ _____,, __ ___.. "	1
27614	______ __ __ _____ 	1
27615	"__ __, ___ ___ __ _ ____ "	1
27616	____.__ __ _ _____ 	1
27617	_____ __ __ _____ __ ___ _____ _ ___.. 	1
27618	_ __ __ ____ __ ___ _____ ____ _____ ___ ________ _____ __ _ ______ __ ____ ____ ____ ____ 	1
27619	"____ ___ _____ __ ___ __ ___ __ __ ___ ____ _____ __ ____ , ____ ___ ___ ____ ______ ____ ___ ___ ___ "	1
27620	___ __ __ _ _____ 	1
27621	__ ___ ___ ____ 	1
27622	 _____~~~!~ 	1
27623	___ ____ ___ _______ __ ___ __ ______ ___ _______ __ ___ __ __ . __ _____ _____ ______ ____ ____. ___ ___ ____ ___ __ ________. 	1
27624	__ __ ___ ___ ______ _____ 	1
27625	__ ___ ____ ____ ___ _____... 	1
27626	____________ 	1
27627	___. ___. ____  ____. _ __ __ 	1
27628	__ ____ ___. ___ _____ 	1
27629	________________ 	1
27630	_____ __ _ ___ ______. ____ __ __ ___ __ ______ _____. _____. 	1
27631	_____ _______ _____ 	1
27632	___ ___ __ ___ 	1
27633	___ _____ __ 	1
27634	___ __ ____ ____________ 	1
27635	______ ________ _________ 	1
27636	____ __ ____ ___. 	1
27637	_____ ____~~~__ 	1
27638	______________ 	1
27639	__ _____ ______ ____ _____ ___ _____ 	1
27640	___ __ _______ ____ __ ___ ___ ____ ______.. 	1
27641	_ ___ __ ____ __ __. 	1
27642	"20__ ____ _____ _____, __ ____ ______ ___ ___ ____ ____ "	1
27643	_________.. 	1
27644	_______ __ ____ _  _ ___  ______ ___ ___ ___ ____ __ ___ __ _____ 	1
27645	_______. ___._____. 	1
27646	________________ 	1
27647	____ __ ____ __ 	1
27648	____ __ ___. _____ ____... _______ ___ ____... _____ ___... __ _ ____ ___ __ _____ 	1
27649	__ _ ___ ___ __ 	1
27650	__ ___ ___ __ _____. 	1
27651	___ ____ __ __ __ ___ __ ____ _ _ ____.__ _ __ _ ____ __ _____ ____ ___ ____ ______.__ _ ____ ____.__ ___ _ _____ 	1
27652	__ ________ 	1
27653	______. _____!!! 	1
27654	_____ ____. ____ _ _ ______ 	1
27655	"__ ___ ____ ___ 10__ ___ ___ ___,,,, "	1
27656	__ ____...'' 	1
27657	___ _____ ___ ____ 	1
27658	__ ________... 	1
27659	____ __ __ ___ ___ ______ 	1
27660	_ ____ ____ __ __ __ __ 	1
27661	___________ 	1
27662	____ ___ _____. ___ ___ ___. 	1
27663	__ ___ __ ___ __ ____ ____  ___ ___ ___ ___ 	1
27664	For parents. 	1
27665	__ ___ ___ __.  ____ __...__ ____. __ __ ____ ___ 	1
27666	___________ 	1
27667	_ ____ _____ _______ __ .... 	1
27668	____ __ _______. 	1
27669	__ __. __ __.. ________ 	1
27670	10___ __ __ ___ __ ___ _____.. 	1
27671	___ __ ________ 	1
27672	_ _____ _____ __ _____ __ _____ 	1
27673	______ _____ __ ____ ___ _ _____!! 	1
27674	_ ___ ____ ___ 20___ __ __ _ _____ __ _ ___ _ ____. ___ ___ ___ ___ __ ______. 	1
27675	______..._ 	1
27676	__ ____ ___ ___ ___. __ ___ ___ ___ ___ ____ ____ ___ ___ __ ___ _____ ___ __ _____ ____ ___ ___. __ ______ 	1
27677	______ ___~~~~ 	1
27678	__ ______ _____ __ __.... 	1
27679	_______ ___________ 	1
27680	__ ___ __..._ __ ____ __ _____ 	1
27681	_____ __ _____ ______ 	1
27682	____ ___ ____ 	1
27683	__ ___ ____ __ __ _____ ____ ___ ___ ____ __ _ ___ ____ ___ __ ___ ___. _ _____. 	1
27684	____ ______ ________ ___ _____ _____ ___ ____ ___ _____ ___ ___ _____ 	1
27685	__________ ________. 	1
27686	____ ____ ___ ___ __ ___ _____ _____. _____!! 	1
27687	___________ 	1
27688	"___, ___ _____ "	1
27689	_____  ___ ___  ____ 	1
27690	____..____ __ __ __ ____ ___ _____ ____ ____^^ 	1
27691	_________. 	1
27692	_____________ 	1
27693	_____~~ ___ __ ___ ____ 	1
27694	____ __ __ _.... 	1
27695	_______ ____ __ 	1
27696	____ ____ _____ ___ ___.__ ____ ___ ___________. ______. 	1
27697	20___ ____ ___ _____ __________ ____ __..___ ___ __ ___ ___ ____________ 	1
27698	__ ____~~____ 	1
27699	_____ _______ __ ___ __ ___ ____ ___ _ ___ ___ _ __ ____ _ ___ ______ 	1
27700	___ ___ ____ 	1
27701	_______ ___ _____ _____ 	1
27702	_ ___^^ ______ 	1
27703	"____ __ ___, _____. "	1
27704	______ ___ ___ __ ____ __!___ ___ _____ __ _____ ___ ___ ____ ___ __!  ____ ___ ____. 	1
27705	____ __ __ __~~ 	1
27706	_ ______ ____ 	1
27707	____ _____ ___ ___. 	1
27708	_______ ___ 	1
27709	___ ___ __ ______ ___ _____  _____ __ _ __ 	1
27710	__ _ ____. __ 	1
27711	"__! ___ ____ _____ __ ____,_____ _____ __ ___ ____ __!___ _____ ____ ___ __!__ "	1
27712	"____ ___ __ ___ _ __, ____ __ _ __ "	1
27713	__ ___ ___ ____ _____ __. ___ ______? ___ _____ ___ _ ____ ___ ____ __. _ ___ _ ____ __ ___ __. 	1
27714	___ __... __ ____ 	1
27715	___ ___ ___~~!!! 	1
27716	"__ ___ _____ __ ___ ___ __ __ _____ ____ ___ _ _ _ ___ __ __ ____,, _ ____ ____ __^^ "	1
27717	____ __ ___ _____ ___ ______ ____ 	1
27718	_____________ 	1
27719	___ ____ ____ ___ _____ 	1
27720	____ __ __ _______ 	1
27721	_______________ 	1
27722	____ ____ ___ ___ _ ____. __ _ ___ ____. _ _______. __ __ ___ _____. ____ ___ _____. __ ___ ___ _ __ __ _____. ___ _ ___ __ ___ ____. _ ___ 	1
27723	"__ _____ _ __ ____, ___ ___ ___.  _____. ___ _____. ____ __ "	1
27724	_____ ___ ______ 6.25____ 90__ _____ __ ___ ___ ___ _ ____ _ _____ __ ___ ___..__ _ ____ _________ _______ __.. 	1
27725	_ ___ ____ _ _ __. 	1
27726	___ ____ _____ 	1
27727	______ ____ _ 	1
27728	____ ____ ____...___ __... 	1
27729	___ __ ___ __ __ ___ ____ __ _____. 	1
27730	"___, ____ __ ____ ___ ______ ___ ____ __! "	1
27731	_______~ _____ ____.._____ __ ___ _____ _______... 	1
27732	_________.. 	1
27733	____ __ __ ____.  ___ ___ __ ___ ___ ___ ____.  ___ ___ __ _____ _____ ________ ____ _____. 	1
27734	_____ ___ __ ____ ______ __ ___ ___ ___ ___ ____ ____ __. __ ___ ______ ____ __ ___ ___ ___ _ ___ __ __ ____. 	1
27735	___ __ ____ ___ _____ 	1
27736	__112356895 	1
27737	_______ __ ____ ____.___ ____ ___ __ ___ ___ __ ___ ____ __ ____.__ __ _____. 	1
27738	_____ ___ ________ 	1
27739	__ ____ ___ ___ ______ _____. 	1
27740	__ __ ____.... 	1
27741	__ __ ___ __ ___ _ _ __ ____ __  ____ ___ ___ ___ ___ ___ ___ _ ____ __ ___.___ __ __ _____ ____. 	1
27742	___ __ ___ ____~~ 	1
27743	____ ____ __ 	1
27744	_____ ___ ____ ___ __. __ ___ ___ ________ ___ ___ ___ ____ ___ ____ __ _____. _____ 50~60__ ___ ____ ___ _____ ____ __ ____ ____ _____. 	1
27745	"__ ___ __, _____ "	1
27746	___ ___ _ __ ___ __ 	1
27747	___ _____ __ __ __ __ 	1
27748	___ ____ ___ ___ ____ ___ 	1
27749	__ ___ 10___ ____ _______ 	1
27750	_______.._ 	1
27751	_ ___ ___ ____ _______ __ ___. ______ 	1
27752	___! __ _ ___? _____. ____  _ _____. 	1
27753	_____. __ _____ 	1
27754	__ ____ __ _____ _________ _ ____ __ ___ ___ ______ ______ _ ____ 	1
27755	____ ___ ___ _ __... 	1
27756	_____ ____..____~~ 	1
27757	__ ______ ___ 	1
27758	______ ____ _____ 	1
27759	____ ____ ___________ __ ___ _ __ ___ ___ _____ 	1
27760	______ __..___ __.. 	1
27761	__ ___ ___ _____ 	1
27762	__ __ ____ ___ ____ 	1
27763	_______________________ 	1
27764	___ __ __ ____ ___ ____~ _____!! 	1
27765	____ ________ 	1
27766	_____ ____ ____ 	1
27767	__ ____ _______.. 	1
27768	"_ ____ ___ _____, __ _____(ex__) __ ___ _____ ________, _____ _ ___ ____ ___ ___ __ ____ _____ ___. ____... _____ _ ________. _____ ___ ___. "	1
27769	________________________ 	1
27770	__ __ _______. 	1
27771	__ __ __ ____ 	1
27772	___ ____ __.___ __ _ ______ _. 	1
27773	___  ___  ____ _____. 	1
27774	____ _____ ___________ _____ _______ ____ __ ___ __~!! 	1
27775	__ ___ __ ____ __ __ 	1
27776	"____ __, ___ __ _ ___ ______! _____! "	1
27777	____  ____ __! 	1
27778	____~_______^^ 	1
27779	_____  ____ ________~ __ ______.._______. 	1
27780	___ _______~________ _____ _____ ________^^ 	1
27781	____ ____ __ _ __. ___ ___ ___ _____ _____. 	1
27782	"___ _________ ____.. _____ _______ _______. _  ___ ___...  __,_____..  __ __ ___... __;; "	1
27783	__ ____ _____- ___ ____ 	1
27784	_____. ___  _____. 	1
27785	______ _____________ __________.____ _____ ______._______________ _____.____ ____ _____ ___. 	1
27786	_____ _____ ___ 	1
27787	__ __ _____!!! 	1
27788	__ __ ____. __ 	1
27789	__ ____ ___ ___ ____ ____. ____ __ ____ _ _____ _ ____ ____ __ ___ __ ___ ____. 	1
27790	_____ ____ ____ _____ ____~ 	1
27791	______ _______ 	1
27792	__ ___ __ ____ ___ _ ____ _____ _ ____ ___ _____ __ ____ ___ ____ _____   ___ __  ___ ____. ___ ____ ____ ___ ___ ____  ___ __ __ ____ ____ 	1
27793	"_____ __ _ ____, ____ __ ___ __ _ ___. "	1
27794	____.________ 	1
27795	_____ _____ __ 	1
27796	__ _________ 	1
27797	______ __ ___ 	1
27798	______ ______ 	1
27799	__ ____ ___ __ ___ ___ 	1
27800	_____ ____ __ 	1
27801	__ ___ ___ __ ___ __ __ ___. _ ___. __ ___ 	1
27802	_____ ____ ______ 	1
27803	_____. __ ___ __ ____ 	1
27804	__ ____~~~~ 	1
27805	_______ ___ 	1
27806	__ _____ ____ ____ _____~~ 	1
27807	_____.. ___ __ _ ___ _ ___ __ _ _______. 	1
27808	____ ____.. ___ ___! 	1
27809	_____ ___ ___ _____! 	1
27810	___ ____ ____ __ ___ _ _ ___ ___ __ 	1
27811	_________ _ 	1
27812	___ __ _____ ______ __ _____ __ _____. 	1
27813	____ ____ _____ ___ ___.__ ____ ___ ___________. ______. 	1
27814	__ _____ ___ 	1
27815	___ ___ ___ ___ __ __ 	1
27816	____ ____ __ 	1
27817	_____ ____ _________ __! 	1
27818	"____~___ _____ _____, . . ___ ____ _______ "	1
27819	_____ ____ ____ __ __.. 	1
27820	______  _________ ______ 	1
27821	____ ___ __ _____ 	1
27822	____ ____ _____ 	1
27823	______ ____ 	1
27824	___ ___. ___ 	1
27825	___ ____ _ _____. 	1
27826	____________ 	1
27827	_____ _________ 	1
27828	______ ___ ______ ___ ______ 	1
27829	"___, __ _,____ ____ __ ____ "	1
27830	__ _____ ______ 	1
27831	___ ____ _______ ___ ___. 	1
27832	_____ ____ _______ 	1
27833	___ __ __ ___ __ - 	1
27834	_____ ________ _____ __ _____... __ __ _ ___ _ ___ __?... __ 	1
27835	__ _____ ___ ___ ____ _____. ___ _______ __ __ _ _____^^ 	1
27836	_ ___ ____ _____. 	1
27837	___ _____ ____ 	1
27838	____ ___ __ __ ____ _____!! 	1
27839	___ ___ __ ______ 	1
27840	______ ____ 	1
27841	__ ____ ___ ____ _____ _____ 	1
27842	_____ ___ ____ 	1
27843	"__ ____ ____ __ __ ___, _____. "	1
27844	______ __ ___!! ____ ___ 	1
27845	____ __... ____ ___ __ 	1
27846	__ _______ ________ 	1
27847	__ ___ __. _____ 	1
27848	_____ ___ __ 	1
27849	___ ___ ____~ __ ___ ___ 	1
27850	__ _____. ____ ______ ______... 	1
27851	____ ___ ___ ___ ___ __ ___ _ __ _____ ___ _____ ___ __ ___ ____ _____ 	1
27852	__ _____ ____ _____ 	1
27853	____  ___ _ __ ___ _______. __ ____ _ ____. 	1
27854	____ __ ___ _ ___ _____ .  ___ ____ ___ __ _____ 	1
27855	_!!!@@@@//// 	1
27856	_____ ___ ____ _____ __ __ _____._______ ___ ____ __ ___ _ _____ ___.____ _____. 	1
27857	___________ 	1
27858	__ _____ ___ __ 	1
27859	_____.. ___ __ _______.. 	1
27860	___ __ ___. ___ ____ _____ ___ __ _____?  ______ ____ ___ ___ ____ ____ . __ _____... 	1
27861	"___, __, ___ ___. "	1
27862	__ _____ ___ ___ ___ _______ ___ ____ ___ ?__ ___ ___ _ __ 	1
27863	___ ___ _______ 	1
27864	__ ___ __ ___ _ ___... 	1
27865	__ ____good!!!! 	1
27866	_____ _____ 	1
27867	______!____!!!! 	1
27868	__  ___ __ ___ __ ___ ___ 	1
27869	____ _____ ___ _____ __ ____ ___. ____ ____ __ __ ___. ___... ____ ____ 	1
27870	_____ 10_ ____. 	1
27871	___________ 	1
27872	__ _____ _ __ _ _ ____ ___ 	1
27873	_________ _ ____________ _____ _________ __________~__ 	1
27874	____ __ _____ _____ ___ ________ ___ ___ __ ____ 	1
27875	_____ 10__ ____. 	1
27876	__ __ ____ _  ___ 	1
27877	___ __ __ __ _____ 	1
27878	__________ 	1
27879	___ _____ ___ ___ __ ___ ____. ___ ___ ___ _____ ______ ______ ___ ___ ____ ___ __ __ ____ ___ _____. 	1
27880	____ ___ ___ __ ___ _ __ __ __ 	1
27881	___ _______ 	1
27882	___ _____________ ____ ___  ____ 	1
27883	_ ___ ___. ______ _____ ____. 	1
27884	____ __ __ ___ ____ ___ ______. 	1
27885	______ _____ 	1
27886	______ ____ _ _ ___ ____ 	1
27887	__ _______ ^^ 	1
27888	___________. 	1
27889	___ __ __ __ _____ __ 	1
27890	___ ___ __ ____ ____. 	1
27891	___ _____. __ 	1
27892	____ __.. 26____.. ____ ___ __ _ ____... ____ ___ ___.. ____ 	1
27893	____ _ ____ ___ ___ 	1
27894	___ _ _______ ___ ___ 	1
27895	____ _____ ________.___ __ ____ _________ ____ ______. 	1
27896	_____ ___ ____ ____ __ 	1
27897	______ _______ _____________! 	1
27898	__ __ _____~ ____ ___ ____ _______ 	1
27899	____ ____ ______  __ ______ ___. ___ ____ ___ ____ 	1
27900	____ ___ _ _ _ _________ ___ 4 	1
27901	__ ___ ___ ____~ 	1
27902	___ ____ ___ 	1
27903	___________ 	1
27904	____ _____  ____  ______ __ 	1
27905	^^ ______ __ 	1
27906	___ ___ __ __ _____ 	1
27907	________ ____ ________ _________ ____ ____ 	1
27908	____ ____ ___ ___ _ __ ____ _ ___ 	1
27909	__..____ ___ ____ ___ 	1
27910	__ _____ ___ ___ ___ ___... __ ___ _ __ __ _____ __ ___ ___ 	1
27911	_ ___ 101010 	1
27912	___  _____ __ 	1
27913	___ ____ ___ ___ _.. 	1
27914	___ ___ ___ __~ 	1
27915	___ ___ ___ _ ____. 	1
27916	"____ __, ___ ____ "	1
27917	__ _______ ___ ___ ___ ___ ____ ___ __ __ _____. 	1
27918	____ ____ Very good! 	1
27919	_____ ___ _____ ___ ____ ____ __ ___ _____ __ ____ ____ ___ __ ____ ____ __ ___ ___ ______ ___ ____ ___.  ___ ___ ___ ____ _____ ___ ___ __. 	1
27920	__ 20____ _____ _____. 	1
27921	__ _ __ _____. __ _______ __ __ __ _ ____.  __ _ _____ __ ____ ____ __ __ ______. 	1
27922	___ ___ __ _ ___ ____ _ _____ 	1
27923	____ ___ __ ____ _____ __ __ __ __. ____ ____ 	1
27924	__ ____ ___ _ __ ____ 	1
27925	______...__ 	1
27926	__ ___ ___ ____ __ __ _____ _____ _ ___ ___ _____! 	1
27927	__ ______ _____ 	1
27928	_______________ 	1
27929	__ ___ __ ______. 	1
27930	___ __ _____.. ____ _____.. ___ _____. 	1
27931	____ __ _____ 	1
27932	____ ___ ____ __ __ 	1
27933	____~ ______ 	1
27934	___! _____ _ 	1
27935	____________ 	1
27936	___ ___ ___ _____ ___ _____. ___ __ _____. 	1
27937	__ ____ ___ __ ______ 	1
27938	______ ____________ 	1
27939	____ ____?____________ _____. 	1
27940	__ ___ __ __ __ 	1
27941	__ ___ ___ ____. 	1
27942	____ __ _. ___ ___ ____ ______ ___ 	1
27943	"___.______,____ ___,_____ "	1
27944	__ ______ __ __ ____..______ _____ CG_ ___ ____ ___ ___!! 	1
27945	____ __ ______ _ __________ 	1
27946	__ ____ ____ ____ ___ ___ ___ _________. 	1
27947	__ ___ __ __. ___ __ ___ ____ ________  ____.___ ___ ___ ___ ____ ____ __ _____ ______ ____. 	1
27948	____ ___ ___ ___ ___ _____. __ _____ ___ _____. 	1
27949	____ ___ ___ 	1
27950	____ ___ ___ ___ ____. ___ ___ _ __ _... 	1
27951	__ ___ ____ __ 	1
27952	______ ____ ____ ___ __! 	1
27953	"____ ______ _ ___ __, ___ __ _____. 1964__ ___ __ ___ ____ ____ ___ _ ~ _______. "	1
27954	_ __ __ ____ ___ ____ 	1
27955	___ _ __!! __ _____ __. _____ ____ __ ___ ___. __ _ ______ _____ ____ ___ __ ____.. 	1
27956	______~__ ________ 	1
27957	__ ___ ____ _____ ____ _________ _____ __ __ ____ ___ __ _ ___ ____ ____ ________ ___ _____ ____ _______ __ _______!!!! 	1
27958	____!!_ 10__ __ ___? 	1
27959	___ ___ __ ____... 	1
27960	___ __ ___ __ ____ ___ ___ ____ ___ __   _____ ___ _____ ___. 	1
27961	__ ______.._____ _______.. 	1
27962	____ ____ ____ 	1
27963	__ _ ____. ___ _____ __ __ __ ______ ____ ____ ___ ___ 	1
27964	"__ _____, _ _ ___ ____. "	1
27965	___ ______ ______ 	1
27966	____ ___.._!! __ _____. 	1
27967	_____. ____ ___ ____ _____~^^ 	1
27968	_____ __ ____ 	1
27969	_____ _______ 	1
27970	____ ____ ___ ___ ___ ___. ______ ___ __ ______ ___ _____ __ ___ _ _____. __ ___ ___ ___ ___ ___ '__ _ __ ______ ' 	1
27971	_ ____ ____ ___ 	1
27972	____________ 	1
27973	___ ____ ___ _____ ___ __. ___ __ ______... 	1
27974	"___ ___ ___ __, _____ ____ __ _______ ___ ___ ___. "	1
27975	___ __ __ ____ __ __ __ _... __ ____ ____. 	1
27976	_______~__ 	1
27977	______ ___ ____ 	1
27978	____.. _____ ____ ____ ______ __ __ _____ ____ __ __.. 	1
27979	_ __ ___ __. ___ __ ___ ___ ___ ____ ____ __ __ _____! 	1
27980	__ ___ ____ ____ __ __. ____ ___ 	1
27981	___ ____ __ __ _... ___ ____ __ __ __ _ __... 	1
27982	_______________ 	1
27983	"___ _____ ______ ____ __,, __ _____ ___ ____ __ ___ __ __ "	1
27984	"_______ ___ (___ ______) ____ _______, _ _______. ____ ____ _____. ___ _____ ___ _____. ____ ___ (7___ ___ __;;)_____ ___ ___ ___ _____ ___ "	1
27985	__ ____. ___ ____. 	1
27986	__ ___..____ __ ____ __ __.._______ 	1
27987	_______ ______ _________ __________ 	1
27988	____ _____ _____ 	1
27989	_...__________ _________ _________ ___ ____ _____ _____...6.25 ______ ____ _____....! 	1
27990	____ _____. 	1
27991	___ ____ ____ 	1
27992	__ _ ___ __ __ _ ___ _ _ _____.___ ___ __ ___ _______. 	1
27993	__ _____ __ __ ____ __ __ ___ _____ _____ ___ _ __ 	1
27994	____ ____ __.... 	1
27995	____ __ _ ____. 	1
27996	____ ____ ___ _____ 	1
27997	__ __ ____ ___ 	1
27998	___ ___ __  ___ ___ __..!!! 	1
27999	__ _____ ___ __ ____ ____ ______. ____ __ ___ __ ______. __ ____ ___ ____ ___ ____. _____ _ ______.____ __ ___ ___. 	1
28000	_____!!! __ ___ ___ ______ 	1
28001	___ ___ ___ _____ _____ __ _____ ___ ___ _ ___ __ 	1
28002	___ __ _______ _ ________ ___ _______ ____ ___ ___ __ ______ __ _______ _ ________ ___ _______ ____ ___ ___ __ _______ ___ ___~^^~ 	1
28003	___ __________ _____._______ ____ _________________.. 	1
28004	____ ___ ___!!! 	1
28005	____ __ __ __ ______ 	1
28006	__.___.___. 	1
28007	____ ____ __ __ ___. _____ ___ ___ _ __ ___ ______ _____ ___ ___. ___ _____ ___ ___ __ ____ ______ __. 	1
28008	_____ ___ ___. 	1
28009	___________ 	1
28010	"__ __, __ __ ___ ____, _ ___ __. __ ___ ____ __ ___ ___ __ ___ ____ ___ ___ __ "	1
28011	___ ___.. __ ____ ___ _____ __ 	1
28012	______ ____ _____ __ 	1
28013	____ ____ ____ 	1
28014	____ _____ __ 	1
28015	_____ ___ ____ _________ _____ 	1
28016	__ __ _____... 	1
28017	__ ______.. 	1
28018	___ ___ ____ ____ __ __!! 	1
28019	3_ __ _ __.. _ 	1
28020	______ _____ 	1
28021	__________ 	1
28022	__ _____ ___ 	1
28023	___ ___ ___ ____ ___ ___ _ 	1
28024	____ ___ ____ __ ___ 	1
28025	____ _    !.________._______.. 	1
28026	_____ _____ ______ 	1
28027	_____________ 	1
28028	_ ___ ___ __ ___ __ __ ___ ____.. __ ____.. 	1
28029	___ ________ _____ 	1
28030	____________ 	1
28031	______ ______ 	1
28032	____  _____ _ ___~~ 	1
28033	_____ '__'_ _ ______ _____  _ ___ _ ______ __ ____ ____ __ __ _ __  ____ ____ ____ __ ____ __ ___ ___ ____ ____. ____ ___ _____ _____ _ ____ 	1
28034	________ktx___ 	1
28035	____ ____ __ ____. ___ ___ __ ____. 	1
28036	"___60__..________,, "	1
28037	__ _ ___~!!! 	1
28038	____ ___ _____ 	1
28039	_____ ___ __.... 	1
28040	___ ____ _____ __ 	1
28041	_ _ _ ____.... 	1
28042	____ ___ ____ _____ ____ __. _____ _ __ ___ ____ __ ____. 	1
28043	__ __ _____.. 	1
28044	____ _______ _____. ____ 500____ _____ __ 	1
28045	______. _____ ____ ______. 	1
28046	_____. __10_ 	1
28047	__ ___  ____ ____ _____. _____ 	1
28048	"____ ___ ___ ___ _ __ __ ____. _ ___ ____ __ ____ ___ _ __ ___ _ __. ___ __ __, __ __ ___ ____ ____. __ _ _ ___ ____ ___ __ __ __ ___ ___? "	1
28049	____ ___ __ _ 	1
28050	____  ____ ____^^ 	1
28051	_ __ ___ __.. __ __ ___.. __ 	1
28052	_______10_ 	1
28053	__ ______ ____ 	1
28054	____;;____~~ 	1
28055	___ ____ ___ __ ___ __ ____ ___ ____ ___. __ ____ ____ __  ___ __ __ ____ __ 	1
28056	"____  ____ _____ __ ____, ______ ___ _____ ____ ___ ___ ____...  __ ___ __ ___ __... "	1
28057	__ ____ ____..____ ___ __.. 	1
28058	_____ _____ 	1
28059	_____~___  _____. 	1
28060	____ ___ ____ ___ __ __... ___ __ 386 ___ __ ___ __ ___. 	1
28061	____ _____. 	1
28062	_____? ______ ____ _____. ___ _________ 	1
28063	______ ____ 	1
28064	_ ___ ____ ___ _____ ____. ___ ___.. ____ ____ __ ___. 	1
28065	_ _____ ____ _______ 	1
28066	__ _______ ______. 	1
28067	__ ____ ____ ____ __.. ___ ____ ____.. 	1
28068	"____ ____ ___,..._____!!! "	1
28069	"___ ___ __ __ __, ___ ___ _ __.____ __ ____ ___ __ ___ ____ ____ "	1
28070	_____ ______ _ 	1
28071	"___ ___ _ __ ___, ____ ___ __ __. ___ __ ___ ___ ____ ___~__ "	1
28072	__ ____ ~~~ _ 	1
28073	_________________~~______________________~~________________~~_______________~~_______________~~__ 	1
28074	____ __ __ __ 	1
28075	___ __ __ __. 	1
28076	____________ 	1
28077	"__~~ ___, ___  __ _______.!! "	1
28078	___ __ ___  ___ ____.._ 	1
28079	___ ___ ___ ___ __ ___ 	1
28080	__ ___ _____ 	1
28081	____!! ____ ____ _____! 	1
28082	_________ ___ 	1
28083	__ ___ ___.___ __ ____ __ ___ __...___ __ ____ __ ____ __ ____.2___ ___ ___ __ 	1
28084	"26_ ____ ____ _____ ____ ____ ___ __ __ __ __ __ _____ __ ____. _ _____ _ ___ ____, ____ ____ _____ ____ ___ _____. _____ ... ____ __ _____. "	1
28085	___ _____ ___ __ 	1
28086	________________ 	1
28087	____ __ ___ ____ 	1
28088	____ ____ __ _____.. ____ __ ____ __ __ __ __ 	1
28089	__________. 	1
28090	_ __ ___ __! __ ___ _____ ____ _____ ___ __..! ^^ 	1
28091	_________________ 	1
28092	__ _____ __ __ ____ 	1
28093	___ _________ 	1
28094	_________________.... 	1
28095	_____ ____ __ ___ ____ __ ______ ___ ___ ___ ___ ___ 	1
28096	__ _____ ____ 	1
28097	"__ ___ ___ ___ _ __ ___, _____ ____ _ ____ __ ___ ___ _ __. _ ___ __ _ __, __ ___ _____ __ ______.. "	1
28098	__ ____ __ __ __ _____ 	1
